title,price,location,address,distancia_m,details,link,descripcion
"Apartamento en Arriendo en Cantalejo, Bogotá",$ 1.816.200,"Suba, Bogotá",Carrera 56 #153 -84,1110,3 Habs. 2 Baños52 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cantalejo-bogota/192622952,"Descubre este encantador APARTAMENTO Ubicado en Cantalejo Colina , Con Vista interior,  Esta en el piso 14 con acceso por Ascensor, Cuenta con Sala Comedor, cocina integral , zona de lavandería con lavadero en granito, calentador a gas ,3 habitaciones dos de ellas con closet y 2 baños, ofrece un espacio acogedor y funcional para tu familia. Disfruta de la comodidad de contar con 1 parqueadero cubierto  y 52 metros cuadrados bien distribuidos. El conjunto cuenta con Cancha de Futbol, cancha de Squash, Jardín infantil (Nuevo Horizonte) Gimnasio, salón social , Parque de niños, Terraza y zonas comunes. Con acceso a vias principales como Calle 153 , Calle 159, Cra 56 y Cra 55, Av Boyacá, Y transporte publico, Cerca a centros comerciales y parques.  Este hogar te brinda la oportunidad de crear momentos inolvidables. ¡No pierdas la oportunidad de hacerlo tuyo!"
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.800.000,"Suba, Bogotá",CALLE 159 56- 75,1177,3 Habs. 2 Baños62 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192146557,"Excelente apartamento en arriendo sector Colina, cuenta con 62 mts, sala comedor en un solo ambiente, tres habitaciones con closet, dos baño, calentador a gas, cocina integral con estufa a gas, extractor de humo, mueble superior e inferior, sus pisos son en laminado, este inmueble se encuentra en perfecto estado, ubicado en un piso sexto con excelente iluminación y comodidad, ofreciendo un ambiente perfecto para toda la familia. El conjunto cuenta con vigilancia 24, con ascensor y garaje cubierto sencillo, se encuentra ubicado cerca de importantes vías de acceso como laAV BOYACA, CALLE 153. CANON MAS ADMINISTRACIÓN Para más información comuníquese con el ejecutivo comercial Mireya Fernandez celular o WhatsApp 3185852013 o al correo mireya.fernandezinmobiliariasaliadas.com y dejar sus datos en contactar al anunciante, pronto nos contactaremos con  1133-3000006270"
"Apartamento en Arriendo en Spring, Bogotá",$ 1.475.000,"Suba, Bogotá",CALLE 77 129- 50,2773,1 Habs. 1 Baño40 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-spring-bogota/192536171,"Se arrienda lindo apartaestudio ubicado en el barrio Spring, localidad de Suba, El inmueble cuenta con un área de 40 m² distribuidos en una habitación, un estudio, un baño, sala-comedor, cocina integral con estufa y calentador a gas, zona de ropas y piso laminado. Está ubicado en el sexto piso, con ascensor, vigilancia 24/7, gimnasio, zonas verdes, cancha deportiva, parque infantil y parqueadero para visitantes. Excelente ubicación cerca de la Calle 129, con fácil acceso por la Av. Boyacá y la Autopista Norte, y rodeado de zona comercial con buen servicio de transporte público. No cuenta con garaje ni balcón. Canon mas admon, para mayor información comuníquese con el ejecutivo comercial Mireya Fernández al celular yo WhatsApp 3185852013 o a su correo electrónico mireya.fernandezinmobiliariasaliadas.com 1133-3000006804"
"Apartamento en  Arriendo en Cantalejo, Bogotá",$ 1.800.000,"Suba, Bogotá",CL 163B 50 64 IN 5 AP 215,1927,3 Habs. 1 Baño52 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cantalejo-bogota/192215577,"Descubre la comodidad y elegancia en este apartamento en arriendo ubicado en una de las zonas más exclusivas de la ciudad. Con 3 habitaciones, 1 baño y 1 parqueadero, este acogedor espacio de 52.50 metros cuadrados ofrece un ambiente ideal para disfrutar en familia. Su diseño moderno y funcional brinda amplitud y luminosidad en cada rincón. Además, su precio de $1,800,000 lo convierte en una excelente oportunidad. ¡No pierdas la oportunidad de vivir en este lugar único!"
"Apartamento en Arriendo en Granada norte, Bogotá",$ 1.750.000,"Suba, Bogotá",CALLE 166   48- 21,2177,3 Habs. 2 Baños68 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-granada-norte-bogota/192260992,"Excelente apartamento, tres alcobas, pisos en madera, 1 garaje cubierto. El conjunto cuenta con salón comunal, cancha múltiple, parque infantil, cerca de supermercados, Centro Comercial Santa fe, estaciones de Transmilenio. 259-261"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.576.000,"Suba, Bogotá","Cl. 159 #56-75, Bogotá, Colombia",1013,3 Habs. 2 Baños63.25 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192264903,"Apartamento de 63,25 metros, esquinero con muy buena iluminación, exterior. Tiene tres alcobas y dos baños, uno en suite y el otro social. Sala-comedor, cocina, patio de ropas. Un parqueadero cubierto. Canon incluida la administración es de 2.850.000 pesos, el inmueble posee deposito y un parqueadero."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 3.800.000,"Suba, Bogotá","Calle 143a #54-80, Bogotá, Colombia",2069,3 Habs. 2 Baños76 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192608561,"?️??SE RENTA EXCELENTE APTO AMOBLADO EN LA COLINA ?️?

⭕️VALOR RENTA
$3.800.000
INCLUIDA LA ADMON ✔️

⭕️SE RENTA CON ASEGURADORA ✔️


?Área 76 M2
?3 habitaciones
?2baños
?Cocina cerrada
?Zona de lavado
?Sala comedor
?Balcón
?Piso 9
?Chimenea
?1 Garaje
?Depósito
?Ascensor
?Salon
?15años
?Estrato 4
?Vigilancia 24/horas"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 1.900.000,"Suba, Bogotá",Cra 74 # 152 B -70 Torre 3 Apto 2203-Conjunto residencial Natura Living PH,65,2 Habs. 1 Baño32 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192610999,"Bienco 120773 Arrienda hermoso apartamento ubicado en edificio Natura, 2 hermosas habitaciones con buena iluminación y closet, un baño con divisiones en cristal y muebles auxiliares, sala comedor-amplia, completamente encortinado, pisos en madera laminada, Zona de lavado independiente, cocina integral en L cocina integral, el conjunto cuenta con Gym, Salón social, BBQ, Zona infantil el Parqueadero es comunal. Haz de este hermoso Apartamento tu Hogar."
"Apartamento en Arriendo en Cerros de Niza, Bogotá",$ 5.900.000,"Suba, Bogotá",CL 137D 76A 50 AP 102,1762,4 Habs. 4 Baños300 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cerros-de-niza-bogota/192362221,"APARTAMENTO TRIPLEX EN ARRIENDO UBICADO EN CERROS DE SUBA - SUBA apartamento de 300M con 4 cuartos con closet, 4 baños, estudio, sala y comedor, estudio, ventanas con aislamiento térmico y acústico, en el interior del edificio podra encontrar cancha de squash, cancha de micro, cancha de básquet, salón comunal, zonas verdes, parque infantil, senderos ecológicos, cuenta con 3 garajes cubiertos, carga para carro eléctrico. Su ubicación te permite gran desplazamiento por vías principales como Av Suba, Av Boyacá entre otras, un sector residencial - 12565"
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.500.000,"Suba, Bogotá",Carrera 58d,2198,1 Habs. 1 Baño35 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/191920604,"[ARR] ID HOUM: 146391

Entérate de todos los beneficios al arrendar con nosotros:
• Asistencia e intermediación con el propietario
• Firma tu contrato online
• Arrienda sin burocracia, sin papeleos ni notarías

Departamento en arriendo, ubicado en el barrio Ciudad Jardín Norte, con una superficie construida de 35.00 m² y superficie total de 35.00  m².

Sus principales características son:

• No amoblado
• 1 dormitorio
• 1 baño
• Admite mascotas
• Año de construcción: 2024

Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso.


Requisitos para arrendar con nosotros:

• Arrienda sin codeudor*, fácil, rápido y seguro
• Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble)
• Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos
• No debes tener reportes negativos en centrales de crédito


IMPORTANTE:

• Te invitamos a agendar una visita a esta propiedad
• Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros

Más que una inmobiliaria, somos Houm.
*Aplican T&C"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 5.000.000,"Suba, Bogotá","Calle 137a #58-70, Bogotá, Colombia",1730,3 Habs. 2 Baños85 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192416824,"Magna alquila apartamento amoblado Para empresas o traslados , contrato mínimo un año, hermoso Apto en piso 7 ubicado en el exclusivo Club House Accanto , piscina , sauna , turco, jacuzzi , Gimnasio, salón de juegos , home Office , jaula de fútbol, se piden dos canones de arriendo como depósito por lo que no se pide fiador, admon incluida y amoblado también citas solo WhatsApp"
"Apartamento en Arriendo en Tuna baja, Bogotá",$ 1.350.000,"Suba, Bogotá",CARRERA 106A #154A -12 TORRE 1 APARTAMENTO 801 - CONJUNTO RESIDENCIAL FERRARA  PROPIEDAD HORIZONTAL,2986,2 Habs. 1 Baño36 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-tuna-baja-bogota/192607434,Apartamento Arriendo 36 mts Cundinamarca BOGOTÁ TUNA BAJA Código Coninsa:90739
"Apartamento en  Arriendo en Colinas de Suba, Bogotá",$ 8.500.000,"Suba, Bogotá",CARRERA 76   152B- 77,339,3 Habs. 4 Baños224 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colinas-de-suba-bogota/191298123,"Excelente apartamento iluminado, espacios amplios, todas las alcobas con baño chimenea, terraza, patio, cortinas a control remoto. Ubicado en una zona muy tranquila, excelente seguridad. 90-62758"
"Apartamento en Arriendo en Ciudad jardin norte, Bogotá",$ 1.426.000,"Suba, Bogotá",Carrera 58 #131 A -29,2296,2 Habs. 1 Baño70 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-ciudad-jardin-norte-bogota/192416936,"Descubre la elegancia y comodidad en este apartamento de 2 habitaciones con closet, su piso en madera laminada, sala comedor, cocina semi- integral  y 1 baño con ducha eléctrica  con una extensión de 93 metros cuadrados. Ubicado en una zona privilegiada, este inmueble ofrece un ambiente acogedor y funcional para tu día a día. Con espacios bien distribuidos y una atmósfera de tranquilidad, cada rincón de este hogar invita a la relajación y el bienestar. Disfruta de la luminosidad natural que inunda cada estancia, creando un ambiente cálido y acogedor. Vive la experiencia de un estilo de vida único en este apartamento que combina confort y modernidad en cada detalle. ¡Bienvenido a tu nuevo hogar!"
"Apartamento en Arriendo en Turingia et. ii, Bogotá",$ 1.850.000,"Suba, Bogotá",Carrera 102 B #148 -31,2668,3 Habs. 2 Baños80 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-turingia-et-ii-bogota/192509368,"Descubre tu hogar ideal , en este  hermoso apartamento de 80 metros de  área ,  con muy buena ubicación el cual consta de 3 habitaciones con closet , 2 baños , sala comedor amplia , cocina integrala  gas natural , zona de ropas y un  parqueadero cubierto, cerca al Centro Comercial Plaza Imperial ,  C.C. Al Paso,  Almacenes  Exito , facil vias de acceso ,
a pocas cuadras del  Portal de Transmilenio de Suba, parques  y zonas  verdes y de recreación cercanos.¡No pierdas la oportunidad de vivir en este lugar único!"
"Apartamento en Arriendo en Nueva colina, Bogotá",$ 2.500.000,"Suba, Bogotá",CALLE 160 64- 40,509,3 Habs. 2 Baños76 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-nueva-colina-bogota/192365086,"APARTAMENTO UBICADO EN EL SECTOR DE LA COLINA,  BOYACA CON 160,  ESTRATO TRES,  INGRESO DE LUZ NATURAL AGRADABLE  POR SUS VENTANALES GRANDES,   EXTERIOR.  CUENTA CON UN ÁREA DE 76 METROS CUADRADOS, TRES ALCOBAS,  LA PRINCIPAL CON SU CLOSET GRANDE Y BAÑO PRIVADO, UN BAÑO DE ALCOBAS,  DOS ALCOBAS CON SU CLOSET CADA UNA, UNA DE ELLAS CON UN MUEBLE COMO BIBLIOTECA.   ESTUDIO  INDEPENDIENTE ABIERTO CON MUEBLES, CLOSET DE LINO EN SALA, BALCÓN PEQUEÑO.  COCINA CERRADA, ZONA DE LAVANDERÍA INDEPENDIENTE ABIERTA CON CALENTADOR A GAS, ESTUFA A GAS, UN PARQUEADERO CUBIERTO.   EL CONJUNTO RESIDENCIAL CUANTA CON PARQUEADEROS DE VISITANTES, TERRAZA CON BBQ. SALÓN SOCIAL, ZONAS VERDES CON PARQUE INFANTIL Y GYM AL AIRE LIBRE. RECEPCIÓN Y SEGURIDAD LAS 24 HORAS.  UBICADO A TAN SOLO UNA CUADRA DE LA BOYACA CON TRANSPORTE PUBLICO SOBRE SU AVENIDA  219-1009"
"Apartamento en Arriendo en Gilmar, Bogotá",$ 1.800.000,"Suba, Bogotá","calle 160 58 - 75,",837,3 Habs. 1 Baño51 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gilmar-bogota/192438036,"Hermoso apartamento ubicado en el barrio Gilmar cerca de la Av. 153 al norte de Bogotá. Tiene 3 habitaciones y 1 baño. Parqueadero comunal dentro de conjunto cerrado. Zona rodeado de parques y zonas verdes. El conjunto cuenta con salones sociales, parque infantil y gimnasio. Zona tranquila y agradable para vivir."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.250.000,"Suba, Bogotá","Carrera 56 #153-84, Bogotá, Colombia",1122,3 Habs. 2 Baños65 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192546413,"Hermoso apartamento con excelentes acabados, cercano a vías principales como la avenida Boyacá, calle 153, séptimo piso con ascensor, cuenta con tres habitaciones, dos baños, cocina integral, sala comedor, garaje cubierto y deposito."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 1.815.000,"Suba, Bogotá",Calle 136 # 53- 46,2497,2 Habs. 2 Baños55 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192619273,"Arriendo acogedor apartamento de 55 metros cuadrados, ideal para quienes buscan comodidad y funcionalidad; cuenta con dos habitaciones con closet, dos baños, sala comedor, cocina integral a gas y zona de lavandería, disfruta de un agradable balcón.
El apartamento incluye parqueadero privado y se ubica en un edificio con ascensor y una atractiva zona BBQ para reuniones sociales o familiares.
Vías de acceso Av. calle 134, calle 137, Autopista norte y avenida Suba"
"Apartamento en Arriendo en Victoria norte, Bogotá",$ 2.500.000,"Suba, Bogotá",Calle 150 # 50-38 Apto 504 edificio aguabuena,2079,3 Habs. 2 Baños75 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-victoria-norte-bogota/192385909,"Cod 120076 bienco arrienda hermoso apartamento en victoria norte ubicado en 5to piso acceso por ascensor, consta de tres habitaciones con closet, dos baños completos, cocina integral a gas, zona de ropas, iluminacion natural y led, pisos en baldosa y laminados en madera, vista exterior, cuenta con un parqueadero propio, calentador a gas, vigilancia 24/7, citofono, no pierdas la oportunidad de vivir en este hermoso inmueble."
"Apartamento en Arriendo en Mazuren, Bogotá",$ 2.800.000,"Suba, Bogotá","Calle 159 # 54-42 apto 1004 torre 5,",1599,1 Habs. 2 Baños58 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-mazuren-bogota/192469060,"Este acogedor y luminoso apartamento está ubicado en una de las zonas más tranquilas y exclusivas del norte de Bogotá, junto al Club El Carmel. Su diseño funcional y moderno ofrece una excelente distribución de espacios.

Al ingresar, a mano derecha se encuentra un elegante baño social; a la izquierda, una zona de lavandería completamente independiente. La cocina tipo americana se integra perfectamente con la sala-comedor, generando un ambiente amplio y acogedor, ideal para compartir en familia o con amigos. Desde el área social se accede a un balcón con una hermosa vista exterior que permite disfrutar de luz natural durante todo el día.

La habitación principal es amplia, cuenta con excelente iluminación, closet de pared a pared y baño privado. El apartamento incluye un parqueadero cubierto y un depósito de almacenamiento.

El conjunto residencial ofrece completas zonas comunes que incluyen piscina climatizada, gimnasio, sauna, salas de lectura, una terraza social equipada para eventos, capilla y amplios senderos peatonales ideales para caminar y disfrutar del entorno natural.

Será un gusto acompañarte a conocerlo."
"Apartamento en Arriendo en Suba, Bogotá",$ 3.200.000,"Suba, Bogotá",CLL 95 71 87 BL 1 ET 1 APTO 610,2545,3 Habs. 2 Baños80 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/192439798,"Se alquila amplio y luminoso apartamento ubicado en una de las mejores zonas de Bogotá D.C., Cundinamarca. Con una privacidad de 80 M2, cuenta con 3 cómodas alcobas y 2 baños totalmente equipados. Además, este inmueble viene con 2 espacios de garaje, lo que lo convierte en una opción ideal para familias o personas que buscan un hogar con espacio para guardar sus vehículos.

También dispone de armarios empotrados en cada habitación, lo que te brindará la comodidad y el espacio de almacenamiento que necesitas.

El balcón del apartamento te permitirá disfrutar de una vista agradable y relajante en cualquier momento del día. Además, la habitación principal cuenta con su propio baño y amplios closet con buenos espacios de almacenaje. La cocina integral cuenta con una barra estilo americano, ideal para aquellos que disfrutan de la versatilidad y modernidad en la cocina.

Si eres una persona que necesita un espacio para trabajar o estudiar, este apartamento tiene la opción de biblioteca/estudio. También cuenta con servicios esenciales como calentador, citófono/intercomunicador y clósets en cada habitación. El inmueble incluye un depósito para guardar tus pertenencias de manera segura.

En cuanto a las características externas, el apartamento tiene acceso pavimentado para facilitar el ingreso y la salida de vehículos. También cuenta con un área social y cuatro ascensores para tu comodidad. Está cercano al Centro Comercial Titan Plaza, lo que te permitirá re"
"Apartamento en  Arriendo en Gratamira, Bogotá",$ 4.000.000,"Suba, Bogotá",KR 72A 138 23,1403,3 Habs. 3 Baños126 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gratamira-bogota/192154415,"Apartamento exterior con excelentes espacios. Sala comedor con vista verde y a las zonas comunes del
conjunto, se comunica con la cocina abierta ,amplia zona de lavandería y baño de servicio.  En la zona privada encontramos un
family o estar de televisión y las tres habitaciones la principal con baño en suite , las
otras dos habitaciones comparten un baño. Tiene dos parqueaderos . El conjunto cuenta con circuito cerrado de televisión, parqueaderos de visitantes, salón
social,  parque infantil, GYM y salón de juegos. El valor del arriendo es de $4.602.000
incluye admón. de $602.000"
"Apartamento en Arriendo en Mazuren, Bogotá",$ 2.434.000,"Suba, Bogotá",Calle 152 B #55 -45,1314,3 Habs. 2 Baños80 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-mazuren-bogota/192623448,"¡Bienvenido a tu nuevo hogar en este increíble apartamento en arriendo! Con 3 habitaciones para que cada miembro de la familia tenga su propio espacio, 2 baños para evitar las peleas matutinas y 1 parqueadero para tu comodidad. Con 80 metros cuadrados, tendrás suficiente espacio para vivir cómodamente. Todo esto por solo $2,434,000. ¡No dejes pasar esta oportunidad y haz de este lugar tu nuevo hogar!"
"Apartamento en  Arriendo en Gratamira, Bogotá",$ 14.000.000,"Suba, Bogotá",Calle 131 #78A-61,2353,3 Habs. 4 Baños275 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gratamira-bogota/192064758,"Ingresamos, al área social en ascensor privado, a este moderno e iluminado apartamento. Pasando por el hall de entrada encontramos la sala comedor, con salida a una terraza con excelente vista a los bosques. Amplia cocina integral cerrada, con espacio para comedor auxiliar, zona de ropas cómoda y cuarto y baño de servicio. Encontramos tres iluminadas habitaciones con baño en suite y salida a balcones, walk-in closet en la habitación principal, todos los baños cuentan con luz y ventilación natural. Se complementa con un amplio family room con excelente vista hacia los bosques.
Cuatro parqueaderos, uno en línea y dos independientes, amplio deposito. El conjunto cuenta con piscina climatizada, turco y sauna, cancha de squash, jaula de golf, gimnasio, salón social con terraza, cancha de fútbol sintética, senderos peatonales y zonas verdes , parque infantil, parqueaderos de visitantes, salón de escoltas y conductores.
*El canon mensual es de $14.000.000 incluida la  administración de $1.763.500"
"Apartamento en  Arriendo en Cerros de Suba, Bogotá",$ 9.009.000,"Suba, Bogotá",CARRERA 77   130A- 20,2331,4 Habs. 6 Baños487 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cerros-de-suba-bogota/191298084,"Amplio apartamento, excelente luz natural alrededor, penthouse ubicado en un entorno rodeado de naturaleza, bellísima vista sobre el norte y los cerros orientales, espacios generosos e independientes, bien distribuido en dos pisos y dos niveles, con buena altura piso-techo en sus distintas áreas y con buena arquitectura. Construcción de altas especificaciones, excelente ubicación cerca de colegios, instituciones medicas, centros comerciales y comercio,  entre otros. 90-63611"
"Apartamento en Arriendo en Prado veraniego, Bogotá",$ 3.700.000,"Suba, Bogotá","TURO Nueva Colina, Transversal 53d, Bogotá, Colombia",2923,3 Habs. 2 Baños80 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-prado-veraniego-bogota/192605458,"Apartamento en Turó, uno de los mejores edificios de la zona que cuenta con Piscina, gimnasio, parque para niños, zonas humedas, vigilancia permannente, terraza bbq, parqueaderos de visitantes y salón social. El apartamento esta ubicado en el piso 16, por lo cual cuenta con gran vista e iluminación natural a lo largo de todo el día. Cuenta con cocina abierta muy bien equipada, con zona de lavandería independiente, sala comedor con balcón, espacio para estudio, 3 alcobas y 2 baños completos. Adicionalmente, cuenta con un garaje y depósito."
"Apartamento en arriendo en La Sultana, Bogotá",$ 1.100.000,"Suba, Bogotá",Calle 131A # 53B - 15,2948,1 Habs. 1 Baño45 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-sultana-bogota/10077314,"Apartamento en excelente ubicación, buena iluminación, para estrenar, sala, comedor, cocina integral, zona de ropas, una alcoba, un baño."
"Apartamento en Arriendo en Mazuren, Bogotá",$ 1.800.000,"Suba, Bogotá",CALLE 152A   46- 60,2037,3 Habs. 2 Baños85 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-mazuren-bogota/192490785,"Apartamento de 85 metros ubicado en un sector estratégico de Mazuren. Iluminación natural. 5to piso sin ascensor. Cuenta con 3 habitaciones, 2 baños, alcoba principal con baño privado, y baño de alcobas, sala comedor, cocina cerrada a gas, 1 parqueadero. El conjunto cuenta con zonas verdes, salón social, parque infantil, portería con vigilancia 24 horas. Cómodas vías de acceso como la Calle 153 y Autopista Norte, Cerca del C.C Mazuren y Olímpica. Valor de arriendo  $1.800.000 mas administración de $396.000.  61-1918"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.900.000,"Suba, Bogotá","Carrera 72 Bis #152B-25, Bogotá, Colombia",330,3 Habs. 2 Baños70 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192623463,"SE ARRIENDA APARTAMENTO EN CONJUNTO RESIDENCIAL  70 m Se arrienda hermoso y cómodo apartamento ubicado en conjunto cerrado, con excelente distribución, ventilación e iluminación natural. Perfecto para familias o personas que buscan vivir en un ambiente tranquilo y seguro, con acceso a zonas comunes y todos los servicios. 3 alcobas con closets, 2 baños completos, Sala - comedor amplia, Estudio o zona de trabajo, Zona de ropas independiente, Cocina integral con calentador a gas, 1 parqueadero privado, Ascensor, Piscina, Gimnasio totalmente dotado, Citófono y portería 24 horas, Zonas verdes y espacios recreativos, Salón social, cerca de centro comercial parque colina, y vías principales como avenida Boyaca y autopista norte"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 5.000.000,"Suba, Bogotá","Cl. 137 #55a-66, Bogotá, Colombia",2059,4 Habs. 4 Baños120 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192597424,"SE ARRIENDA APARTAMENTO DE 120 m² – ZONA NORTE | COLINA CAMPESTRE – BOGOTÁ, A pocos pasos del OXXO, cerca del Centro Comercial Parque La Colina, Av. Boyacá, Autopista Norte, Calle 134, Av. Suba y estación de Transmilenio. Zona residencial tranquila, segura, con excelente conectividad y acceso a servicios, comercio, restaurantes, bancos, supermercados y zonas verdes. 4 alcobas amplias, todas con clóset, 4 baños completos, Sala-comedor amplia con excelente iluminación natural y ventilación, Estudio independiente o zona de trabajo, Cocina integral en perfecto estado, Zona de ropas independiente con lavadero y espacio para lavadora, 2 parqueaderos privados, Vigilancia privada 24/7"
"Apartamento en Arriendo en Villa elisa, Bogotá",$ 1.000.000,"Suba, Bogotá","Calle 135a #94c-36, Bogotá, Colombia",2315,2 Habs. 1 Baño45 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-elisa-bogota/192630218,"EXCELENTE APARTAMENTO PARA ESTRENAR, LUCES LED, AMPLIA COCINA INTEGRAL CON CAMPANA EXTRACTORA, ZONA DE LAVANDERIA, TENDEDERO. SUBA VILLA ELISA EN EL SECTOR DEL CENTRO COMERCIAL CENTRO-SUBA, ARA, KATRINIX, A CUATRO CUADRAS DE LA ESTACION DE TRANSMILENIO, ES EDIFICIO SIN PORTERIA Y SIN GARAJE. FACIL VERLO."
"Apartamento en Arriendo en Rincon de suba, Bogotá",$ 1.100.000,"Suba, Bogotá","Calle 132a #89-91,",2401,1 Habs. 1 Baño37 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-rincon-de-suba-bogota/192541328,Imagina subir al cuarto piso donde el bullicio se queda abajo y al abrir la puerta te recibe una sala acogedora con luz que acaricia el piso laminado mientras el aire huele a hogar y posibilidades cruzas la cocina práctica iluminada con encanto encuentras una habitación tranquila lista para tus sueños un baño impecable con calentador a gas y cada rincón te susurra comodidad seguridad y vida con vigilancia 24 horas zonas verdes para respirar acceso controlado y parqueadero propio y cubierto porque aquí cada metro cuadrado grita independencia estilo y la promesa de un nuevo comienzo en el corazón de Bogotá
"Apartamento en Arriendo en Villa del prado, Bogotá",$ 1.800.000,"Suba, Bogotá",Carrera 50 A #174 B -6,2635,3 Habs. 2 Baños54 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-del-prado-bogota/192406177,"Familias, Jóvenes Profesionales, Empresarios, Inversionistas, ¿Te gustaría Comprar aparta- Estudio en Sector exclusivo del Norte de Bogotá? ""Magnífica Oportunidad"" Conjunto con Club House. Apartamento de 5 años de antigüedad, estrato 4, con vista interior, piso 6  Tiene un área de 50 mt2 , 1alcoba, 1 baño,  1 parqueadero, 1 Depósito.Buena iluminación natural y ventilación. El conjunto cuenta con Piscina, Sauna, Jacuzzi, Gimnasio,  terrazas de BBQ, Juegos infantiles, Zona Pet , Teatrino, Turco,  Vigilancia 24/7, parqueadero para visitantes. Queda cerca a importantes cadenas como Pricesmart, D Uno, Isimo. Cerca a la clínica Cardio infantil, zona bancaria, Restaurantes, Pastelerías.
Y sembró Isaac en aquella tierra, y cosechó aquel año ciento por uno; y le bendijo Jehová
Contáctanos ya !!!!!!!!! Tenemos lo que Necesitas con la ayuda de Dios."
"Apartamento en Arriendo en Cerros de Suba, Bogotá",$ 4.099.000,"Suba, Bogotá",Carrera 76 A #134 -5,1906,2 Habs. 2 Baños144 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cerros-de-suba-bogota/192605294,"COD.3072. Acogedor apartamento de 144 mts, primer piso con hermosa vista verde, sol de mañana. Conjunto estrato 6, con vigilancia 24 horas, cancha de tennis, parque infantil, parqueaderos de visitantes, lindos jardines, tanque de reserva. Tiene sala con chimenea tradicional, comedor con acceso a terraza, 2 habitaciones, principal con walking closet y baño privado, estudio cerrado o tercera habitación, baño, cocina integral mixta, zona de lavandería independiente, cuarto y baño de servicio, 2 parqueaderos cubiertos independientes, depósito. Sector residencial y tranquilo, cerca de Club La Colina Colsubsidio, Jardin Infantil Origami, vías de acceso, Carrera 76a, Av. Suba, Av. Boyaca, cerca de estación de transmilenio Gratamira.
Uniproyectos, donde cada puerta es una bienvenida, te esperamos."
